customerID,data_aquisicao,canal_aquisicao,codigo_campanha
0880-TKATG,2025-07-01,Telefone,TV_ADS_Q3
3811-VBYBZ,2025-04-01,Website,ORGANIC
1480-BKXGA,2019-11-01,Loja Física,EVENTO_LOCAL
2996-XAUVF,2020-01-01,Parceiro,REFERRAL
9076-AXYIK,2020-07-01,Parceiro,PARTNER_SITE
5968-XQIVE,2019-11-01,Telefone,INBOUND
8896-RAZCR,2022-03-01,Parceiro,PARTNER_SITE
4640-UHDOS,2024-10-01,Website,BLACKFRIDAY
4933-IKULF,2024-06-01,Loja Física,EVENTO_LOCAL
3583-EKAPL,2025-10-01,Website,ORGANIC
1304-BCCFO,2025-02-01,Website,BLACKFRIDAY
4104-PVRPS,2023-11-01,Website,PPC_GOOGLE
9399-APLBT,2025-10-01,Telefone,INBOUND
2359-KMGLI,2023-11-01,Website,BLACKFRIDAY
3780-DDGSE,2022-12-01,Website,PPC_GOOGLE
4431-EDMIQ,2025-04-01,Website,BLACKFRIDAY
0306-JAELE,2025-06-01,Telefone,OUTBOUND_CALL
6227-HWPWX,2024-08-01,Website,ORGANIC
0486-LGCCH,2024-12-01,Loja Física,EVENTO_LOCAL
0447-BEMNG,2021-11-01,Telefone,INBOUND
4612-SSVHJ,2024-03-01,Website,BLACKFRIDAY
5168-MQQCA,2019-11-01,Telefone,OUTBOUND_CALL
5949-XIKAE,2025-03-01,Website,PPC_GOOGLE
7971-HLVXI,2019-11-01,Loja Física,WALK_IN
9094-AZPHK,2024-08-01,Website,PPC_GOOGLE
3649-JPUGY,2019-11-01,Parceiro,REFERRAL
8372-JUXUI,2025-10-01,Website,PPC_GOOGLE
3552-CTCYF,2020-08-01,Telefone,OUTBOUND_CALL
6778-YSNIH,2025-09-01,Website,PPC_GOOGLE
0388-EOPEX,2025-09-01,Website,PPC_GOOGLE
5756-OZRIO,2020-10-01,Parceiro,REFERRAL
6579-JPICP,2025-10-01,Website,ORGANIC
8205-OTCHB,2024-01-01,Parceiro,REFERRAL
4134-BSXLX,2023-07-01,Website,ORGANIC
0505-SPOOW,2020-01-01,Parceiro,PARTNER_SITE
6235-VDHOM,2025-06-01,Website,BLACKFRIDAY
7783-YKGDV,2024-11-01,Website,PPC_GOOGLE
4374-YMUSQ,2023-01-01,Loja Física,WALK_IN
4513-CXYIX,2019-12-01,Parceiro,REFERRAL
3957-HHLMR,2020-01-01,Telefone,OUTBOUND_CALL
7803-XOCCZ,2021-07-01,Telefone,INBOUND
5736-YEJAX,2020-02-01,Loja Física,EVENTO_LOCAL
5609-CEBID,2024-03-01,Website,BLACKFRIDAY
8981-FJGLA,2024-12-01,Website,PPC_GOOGLE
7218-HKQFK,2025-09-01,Telefone,OUTBOUND_CALL
4636-QRJKY,2025-05-01,Telefone,OUTBOUND_CALL
1135-LMECX,2025-10-01,Website,ORGANIC
4332-MUOEZ,2024-03-01,Telefone,INBOUND
8535-SFUTN,2020-10-01,Telefone,TV_ADS_Q3
5956-VKDTT,2025-06-01,Website,BLACKFRIDAY
8677-HDZEE,2021-03-01,Website,ORGANIC
2475-MROZF,2023-05-01,Website,BLACKFRIDAY
9412-GHEEC,2022-07-01,Website,BLACKFRIDAY
3482-ABPKK,2023-07-01,Telefone,TV_ADS_Q3
6705-LXORM,2025-06-01,Website,BLACKFRIDAY
0257-ZESQC,2023-08-01,Website,BLACKFRIDAY
7531-GQHME,2024-11-01,Website,PPC_GOOGLE
5174-ITUMV,2020-04-01,Telefone,OUTBOUND_CALL
4109-CYRBD,2023-06-01,Website,ORGANIC
0913-XWSCN,2021-04-01,Telefone,TV_ADS_Q3
6825-UYPFK,2023-12-01,Telefone,INBOUND
8397-MVTAZ,2023-01-01,Website,BLACKFRIDAY
0750-EBAIU,2021-07-01,Parceiro,PARTNER_SITE
8606-CIQUL,2019-11-01,Loja Física,WALK_IN
3571-DPYUH,2021-01-01,Parceiro,REFERRAL
7601-GNDYK,2022-12-01,Telefone,INBOUND
0356-OBMAC,2021-03-01,Loja Física,EVENTO_LOCAL
8067-NIOYM,2023-11-01,Telefone,OUTBOUND_CALL
1403-GYAFU,2020-01-01,Telefone,TV_ADS_Q3
4234-XTNEA,2025-09-01,Telefone,TV_ADS_Q3
1297-VQDRP,2020-03-01,Telefone,TV_ADS_Q3
9282-IZGQK,2025-10-01,Website,PPC_GOOGLE
5348-CAGXB,2024-11-01,Website,ORGANIC
0621-HJWXJ,2020-08-01,Website,PPC_GOOGLE
5844-QVTAT,2023-02-01,Telefone,TV_ADS_Q3
8905-IAZPF,2020-02-01,Parceiro,REFERRAL
5394-MEITZ,2020-11-01,Telefone,OUTBOUND_CALL
6859-QNXIQ,2019-11-01,Loja Física,EVENTO_LOCAL
2782-LFZVW,2024-12-01,Telefone,INBOUND
2866-IKBTM,2025-10-01,Website,PPC_GOOGLE
1342-JPNKI,2025-01-01,Website,BLACKFRIDAY
2817-NTQDO,2024-10-01,Website,PPC_GOOGLE
7129-AZJDE,2023-01-01,Loja Física,EVENTO_LOCAL
6986-IJDHX,2022-08-01,Website,BLACKFRIDAY
2560-PPCHE,2020-06-01,Loja Física,EVENTO_LOCAL
4676-MQUEA,2021-09-01,Loja Física,EVENTO_LOCAL
8138-EALND,2024-08-01,Telefone,INBOUND
3580-HYCSP,2019-11-01,Loja Física,EVENTO_LOCAL
1352-HNSAW,2019-11-01,Loja Física,WALK_IN
2075-PUEPR,2021-04-01,Loja Física,WALK_IN
1982-FEBTD,2023-12-01,Telefone,TV_ADS_Q3
5301-GAUUY,2023-03-01,Telefone,INBOUND
5791-KAJFD,2021-03-01,Loja Física,WALK_IN
2654-VBVPB,2025-10-01,Telefone,TV_ADS_Q3
1154-HYWWO,2022-09-01,Telefone,TV_ADS_Q3
2501-XWWTZ,2024-12-01,Telefone,TV_ADS_Q3
3716-UVSPD,2025-10-01,Website,BLACKFRIDAY
6815-ABQFQ,2021-03-01,Parceiro,REFERRAL
7343-EOBEU,2025-08-01,Website,ORGANIC
3701-SFMUH,2025-04-01,Telefone,TV_ADS_Q3
6103-LIANB,2020-12-01,Loja Física,WALK_IN
7319-VENRZ,2025-04-01,Telefone,TV_ADS_Q3
5846-NEQVZ,2019-12-01,Telefone,INBOUND
6967-QIQRV,2024-08-01,Loja Física,WALK_IN
5781-RFZRP,2019-12-01,Telefone,OUTBOUND_CALL
0939-YAPAF,2022-12-01,Website,BLACKFRIDAY
0308-IVGOK,2024-12-01,Telefone,TV_ADS_Q3
7293-LSCDV,2020-11-01,Telefone,TV_ADS_Q3
7025-WCBNE,2021-12-01,Telefone,INBOUND
5756-JYOJT,2024-12-01,Parceiro,REFERRAL
4710-FDUIZ,2021-03-01,Telefone,INBOUND
6030-REHUX,2023-07-01,Telefone,OUTBOUND_CALL
9548-LIGTA,2020-10-01,Loja Física,WALK_IN
5150-LJNSR,2023-04-01,Parceiro,PARTNER_SITE
8270-RKSAP,2025-02-01,Website,ORGANIC
6522-YRBXD,2022-12-01,Website,PPC_GOOGLE
2640-LYMOV,2025-09-01,Website,PPC_GOOGLE
1218-VKFPE,2024-11-01,Website,PPC_GOOGLE
3627-FHKBK,2025-10-01,Website,PPC_GOOGLE
2865-TCHJW,2025-07-01,Website,PPC_GOOGLE
1423-BMPBQ,2025-10-01,Website,BLACKFRIDAY
2393-DIVAI,2025-08-01,Website,BLACKFRIDAY
5192-EBGOV,2025-10-01,Website,BLACKFRIDAY
4568-KNYWR,2021-07-01,Loja Física,EVENTO_LOCAL
8752-IMQOS,2025-06-01,Parceiro,REFERRAL
0742-LAFQK,2019-11-01,Parceiro,REFERRAL
0795-LAFGP,2019-12-01,Telefone,OUTBOUND_CALL
0619-OLYUR,2019-11-01,Loja Física,EVENTO_LOCAL
5512-IDZEI,2022-01-01,Parceiro,REFERRAL
0459-SPZHJ,2020-08-01,Loja Física,EVENTO_LOCAL
0215-BQKGS,2023-05-01,Website,ORGANIC
9244-ZVAPM,2025-10-01,Website,ORGANIC
0719-SYFRB,2024-11-01,Telefone,INBOUND
8208-EUMTE,2024-07-01,Parceiro,PARTNER_SITE
5172-MIGPM,2025-07-01,Website,ORGANIC
1710-RCXUS,2021-08-01,Parceiro,REFERRAL
0374-FIUCA,2020-06-01,Parceiro,PARTNER_SITE
5839-SUYVZ,2024-07-01,Website,PPC_GOOGLE
5173-ZXXXL,2025-09-01,Loja Física,EVENTO_LOCAL
1096-ADRUX,2020-05-01,Telefone,TV_ADS_Q3
2001-MCUUW,2022-01-01,Loja Física,WALK_IN
2731-GJRDG,2023-03-01,Loja Física,WALK_IN
4723-BEGSG,2019-11-01,Loja Física,WALK_IN
6516-NKQBO,2022-09-01,Parceiro,PARTNER_SITE
8672-OAUPW,2021-08-01,Telefone,OUTBOUND_CALL
8207-DMRVL,2019-11-01,Telefone,OUTBOUND_CALL
3419-SNJJD,2020-06-01,Telefone,TV_ADS_Q3
6543-CPZMK,2025-02-01,Website,PPC_GOOGLE
4765-OXPPD,2025-02-01,Telefone,OUTBOUND_CALL
2804-ETQDK,2020-05-01,Loja Física,EVENTO_LOCAL
6689-VRRTK,2022-03-01,Telefone,TV_ADS_Q3
7138-GIRSH,2021-09-01,Telefone,TV_ADS_Q3
9396-ZSFLL,2024-08-01,Website,PPC_GOOGLE
6464-KEXXH,2025-03-01,Website,PPC_GOOGLE
7134-MJPDY,2020-05-01,Loja Física,EVENTO_LOCAL
5240-CAOYT,2021-02-01,Website,ORGANIC
4059-IIEBK,2025-04-01,Website,BLACKFRIDAY
4881-JVQOD,2025-01-01,Website,BLACKFRIDAY
0516-UXRMT,2020-09-01,Telefone,OUTBOUND_CALL
4851-BQDNX,2022-07-01,Parceiro,PARTNER_SITE
5148-HKFIR,2024-03-01,Telefone,OUTBOUND_CALL
1009-IRMNA,2025-04-01,Telefone,INBOUND
3003-CMDUU,2023-10-01,Website,PPC_GOOGLE
5016-IBERQ,2023-12-01,Website,PPC_GOOGLE
6797-UCJHZ,2020-05-01,Loja Física,EVENTO_LOCAL
2469-DTSGX,2019-11-01,Loja Física,EVENTO_LOCAL
4554-YGZIH,2021-10-01,Website,BLACKFRIDAY
5099-BAILX,2022-04-01,Telefone,OUTBOUND_CALL
9931-KGHOA,2022-01-01,Website,BLACKFRIDAY
1775-KWJKQ,2019-11-01,Loja Física,EVENTO_LOCAL
7665-VIGUD,2025-01-01,Telefone,INBOUND
9411-TPQQV,2022-07-01,Loja Física,WALK_IN
7207-RMRDB,2020-06-01,Website,PPC_GOOGLE
7954-MLBUN,2023-04-01,Loja Física,WALK_IN
2077-DDHJK,2020-03-01,Parceiro,PARTNER_SITE
4913-EHYUI,2021-03-01,Telefone,TV_ADS_Q3
0195-IESCP,2025-01-01,Website,PPC_GOOGLE
9574-BOSMD,2020-03-01,Parceiro,PARTNER_SITE
4580-TMHJU,2022-04-01,Website,PPC_GOOGLE
0970-ETWGE,2025-10-01,Website,PPC_GOOGLE
4908-XAXAY,2021-10-01,Loja Física,EVENTO_LOCAL
8404-VLQFB,2024-08-01,Telefone,TV_ADS_Q3
1626-ERCMM,2024-03-01,Website,PPC_GOOGLE
0887-HJGAR,2025-10-01,Website,ORGANIC
2391-IPLOP,2021-09-01,Parceiro,REFERRAL
5644-PDMZC,2025-09-01,Website,BLACKFRIDAY
3509-GWQGF,2023-11-01,Website,ORGANIC
9576-ANLXO,2025-08-01,Website,PPC_GOOGLE
2024-BASKD,2025-10-01,Website,PPC_GOOGLE
5845-BZZIB,2022-12-01,Telefone,OUTBOUND_CALL
1140-UKVZG,2024-06-01,Telefone,TV_ADS_Q3
4160-AMJTL,2025-03-01,Website,ORGANIC
5183-SNMJQ,2025-01-01,Website,PPC_GOOGLE
8100-PNJMH,2020-03-01,Telefone,OUTBOUND_CALL
7838-LAZFO,2022-02-01,Loja Física,WALK_IN
4464-JCOLN,2025-09-01,Telefone,TV_ADS_Q3
2085-JVGAD,2022-10-01,Website,BLACKFRIDAY
5650-VDUDS,2025-07-01,Website,ORGANIC
8095-WANWK,2025-01-01,Website,ORGANIC
3030-ZKIWL,2025-10-01,Website,ORGANIC
9565-FLVCG,2020-06-01,Telefone,TV_ADS_Q3
8755-OGKNA,2021-02-01,Telefone,TV_ADS_Q3
2800-VEQXM,2025-08-01,Website,BLACKFRIDAY
7538-GWHML,2025-09-01,Telefone,INBOUND
5533-RJFTJ,2021-10-01,Website,PPC_GOOGLE
3859-CVCET,2025-07-01,Telefone,TV_ADS_Q3
0214-JHPFW,2020-01-01,Telefone,INBOUND
5642-MHDQT,2021-06-01,Loja Física,EVENTO_LOCAL
3088-FVYWK,2021-06-01,Loja Física,EVENTO_LOCAL
3276-HDUEG,2025-10-01,Telefone,INBOUND
9092-GDZKO,2024-01-01,Telefone,TV_ADS_Q3
0823-HSCDJ,2021-07-01,Telefone,OUTBOUND_CALL
3729-OWRVL,2020-06-01,Parceiro,PARTNER_SITE
2324-AALNO,2021-11-01,Loja Física,WALK_IN
0822-GAVAP,2025-09-01,Website,ORGANIC
5760-IFJOZ,2025-08-01,Website,ORGANIC
2826-UWHIS,2022-02-01,Website,PPC_GOOGLE
1448-PWKYE,2025-10-01,Website,BLACKFRIDAY
7501-IWUNG,2020-10-01,Parceiro,REFERRAL
4957-TREIR,2025-08-01,Telefone,OUTBOUND_CALL
7251-LJBQN,2022-07-01,Telefone,TV_ADS_Q3
8040-MNRTF,2025-10-01,Website,BLACKFRIDAY
1536-HBSWP,2025-10-01,Telefone,INBOUND
5313-FPXWG,2021-08-01,Telefone,TV_ADS_Q3
0067-DKWBL,2025-09-01,Website,ORGANIC
0946-FKYTX,2021-07-01,Parceiro,REFERRAL
5076-YVXCM,2021-08-01,Website,ORGANIC
8262-COGGB,2025-10-01,Website,PPC_GOOGLE
6663-JOCQO,2023-04-01,Telefone,INBOUND
9620-QJREV,2021-12-01,Parceiro,PARTNER_SITE
2276-YDAVZ,2025-08-01,Website,PPC_GOOGLE
2682-KEVRP,2024-01-01,Parceiro,PARTNER_SITE
2480-JZOSN,2025-10-01,Website,ORGANIC
0078-XZMHT,2019-11-01,Telefone,OUTBOUND_CALL
5896-NPFWW,2025-08-01,Website,ORGANIC
9978-HYCIN,2021-12-01,Telefone,TV_ADS_Q3
8338-QIUNR,2019-11-01,Loja Física,EVENTO_LOCAL
1525-LNLOJ,2020-05-01,Loja Física,WALK_IN
9450-TRJUU,2022-12-01,Website,ORGANIC
1766-GKNMI,2023-06-01,Telefone,TV_ADS_Q3
6942-LBFDP,2025-09-01,Website,ORGANIC
1456-TWCGB,2025-07-01,Website,BLACKFRIDAY
7133-VBDCG,2023-10-01,Website,PPC_GOOGLE
7596-ZYWBB,2020-06-01,Loja Física,WALK_IN
8329-UTMVM,2023-08-01,Telefone,INBOUND
3014-WJKSM,2023-06-01,Website,PPC_GOOGLE
3347-YJZZE,2023-06-01,Website,PPC_GOOGLE
1029-QFBEN,2025-10-01,Website,BLACKFRIDAY
7929-DMBCV,2024-03-01,Website,ORGANIC
9661-JALZV,2021-01-01,Telefone,OUTBOUND_CALL
5433-KYGHE,2024-09-01,Website,ORGANIC
4312-KFRXN,2019-11-01,Telefone,INBOUND
5575-TPIZQ,2022-01-01,Website,PPC_GOOGLE
0114-IGABW,2019-12-01,Parceiro,PARTNER_SITE
9944-AEXBM,2023-03-01,Website,BLACKFRIDAY
1853-ARAAQ,2023-09-01,Website,PPC_GOOGLE
6952-OMNWB,2020-03-01,Telefone,OUTBOUND_CALL
4697-LUPSU,2025-09-01,Telefone,TV_ADS_Q3
8434-VGEQQ,2020-10-01,Telefone,TV_ADS_Q3
4952-YSOGZ,2025-07-01,Website,BLACKFRIDAY
1589-AGTLK,2025-08-01,Website,PPC_GOOGLE
5244-IRFIH,2023-02-01,Website,ORGANIC
6549-YMFAW,2025-02-01,Telefone,INBOUND
4950-HKQTE,2024-01-01,Parceiro,REFERRAL
6786-OBWQR,2025-06-01,Website,PPC_GOOGLE
2684-EIWEO,2023-05-01,Website,PPC_GOOGLE
2753-JMMCV,2020-06-01,Loja Física,EVENTO_LOCAL
6439-GTPCA,2022-02-01,Website,ORGANIC
6621-YOBKI,2025-06-01,Telefone,TV_ADS_Q3
1216-JWVUX,2023-10-01,Website,PPC_GOOGLE
7564-GHCVB,2019-11-01,Telefone,OUTBOUND_CALL
1173-NOEYG,2023-08-01,Website,BLACKFRIDAY
7595-EHCDL,2023-03-01,Telefone,OUTBOUND_CALL
6647-ZEDXT,2023-05-01,Loja Física,EVENTO_LOCAL
2521-NPUZR,2020-01-01,Telefone,INBOUND
1307-TVUFB,2022-05-01,Website,BLACKFRIDAY
7503-MIOGA,2019-11-01,Parceiro,PARTNER_SITE
4381-MHQDC,2021-12-01,Telefone,TV_ADS_Q3
6923-JHPMP,2025-09-01,Telefone,TV_ADS_Q3
5138-WVKYJ,2025-01-01,Website,BLACKFRIDAY
4018-PPNDW,2020-10-01,Telefone,INBOUND
1635-FJFCC,2025-06-01,Telefone,INBOUND
2499-AJYUA,2019-11-01,Telefone,TV_ADS_Q3
6919-ELBGL,2019-11-01,Telefone,TV_ADS_Q3
3966-HRMZA,2025-08-01,Website,PPC_GOOGLE
6425-JWTDV,2021-11-01,Telefone,TV_ADS_Q3
8405-IGQFX,2020-08-01,Loja Física,WALK_IN
8224-IVVPA,2023-08-01,Telefone,TV_ADS_Q3
9477-LGWQI,2020-01-01,Telefone,OUTBOUND_CALL
1410-RSCMR,2025-04-01,Website,PPC_GOOGLE
0139-IVFJG,2025-09-01,Website,ORGANIC
6683-VLCTZ,2024-03-01,Website,ORGANIC
5730-DBDSI,2020-05-01,Telefone,INBOUND
0030-FNXPP,2025-08-01,Telefone,OUTBOUND_CALL
2189-WWOEW,2024-08-01,Website,ORGANIC
5684-FJVYR,2019-11-01,Parceiro,REFERRAL
4013-GUXND,2025-10-01,Website,ORGANIC
1894-IGFSG,2024-01-01,Website,ORGANIC
7379-POKDZ,2025-08-01,Telefone,OUTBOUND_CALL
1266-NZYUI,2019-11-01,Loja Física,WALK_IN
7969-FFOWG,2020-06-01,Parceiro,REFERRAL
4718-DHSMV,2024-12-01,Website,BLACKFRIDAY
5175-WLYXL,2024-01-01,Website,PPC_GOOGLE
7817-OMJNA,2024-09-01,Telefone,INBOUND
8728-SKJLR,2022-06-01,Telefone,TV_ADS_Q3
3137-NYQQI,2024-06-01,Loja Física,WALK_IN
7706-DZNKK,2024-12-01,Website,PPC_GOOGLE
0236-HFWSV,2024-08-01,Website,ORGANIC
3900-AQPHZ,2025-10-01,Website,BLACKFRIDAY
5842-POCOP,2025-06-01,Website,PPC_GOOGLE
2037-XJFUP,2023-02-01,Telefone,OUTBOUND_CALL
8823-RLPWL,2019-11-01,Parceiro,PARTNER_SITE
9505-SQFSW,2025-08-01,Telefone,OUTBOUND_CALL
7314-OXENN,2025-09-01,Website,PPC_GOOGLE
3758-CKOQL,2020-12-01,Telefone,INBOUND
0322-CHQRU,2025-09-01,Website,PPC_GOOGLE
5676-CFLYY,2019-12-01,Telefone,INBOUND
7521-AFHAB,2025-06-01,Website,PPC_GOOGLE
0285-INHLN,2023-08-01,Website,ORGANIC
4678-DVQEO,2025-10-01,Telefone,OUTBOUND_CALL
5125-CNDSP,2020-08-01,Telefone,INBOUND
0691-IFBQW,2022-01-01,Loja Física,WALK_IN
4992-LTJNE,2019-11-01,Loja Física,WALK_IN
2202-OUTMO,2023-01-01,Telefone,INBOUND
0810-BDHAW,2023-11-01,Parceiro,REFERRAL
0229-LFJAF,2019-11-01,Telefone,INBOUND
7131-ZQZNK,2020-11-01,Loja Física,EVENTO_LOCAL
3442-ZHHCC,2020-03-01,Telefone,INBOUND
5726-CVNYA,2025-03-01,Loja Física,WALK_IN
9871-ELEYA,2023-01-01,Telefone,INBOUND
4257-GAESD,2025-05-01,Website,ORGANIC
5173-WXOQV,2025-09-01,Telefone,TV_ADS_Q3
2040-OBMLJ,2023-04-01,Loja Física,WALK_IN
6286-ZHAOK,2024-03-01,Telefone,TV_ADS_Q3
3807-XHCJH,2025-10-01,Website,PPC_GOOGLE
3009-JWMPU,2020-09-01,Parceiro,PARTNER_SITE
5671-RQRLP,2020-01-01,Telefone,OUTBOUND_CALL
1450-GALXR,2025-01-01,Website,ORGANIC
8859-AXJZP,2022-08-01,Telefone,INBOUND
3174-AKMAS,2022-01-01,Loja Física,EVENTO_LOCAL
3138-BKYAV,2025-05-01,Website,ORGANIC
9926-PJHDQ,2019-11-01,Telefone,INBOUND
7382-DFJTU,2024-05-01,Website,PPC_GOOGLE
2798-NYLMZ,2019-12-01,Parceiro,REFERRAL
4289-DTDKW,2022-07-01,Website,ORGANIC
1820-TQVEV,2025-10-01,Website,PPC_GOOGLE
2239-JALAW,2021-01-01,Telefone,OUTBOUND_CALL
4853-RULSV,2020-01-01,Telefone,OUTBOUND_CALL
8098-TDCBU,2022-05-01,Parceiro,PARTNER_SITE
3551-GAEGL,2023-01-01,Loja Física,EVENTO_LOCAL
4785-NKHCX,2025-06-01,Telefone,TV_ADS_Q3
3196-NVXLZ,2023-10-01,Website,ORGANIC
6275-YDUVO,2025-09-01,Website,BLACKFRIDAY
0036-IHMOT,2021-04-01,Telefone,TV_ADS_Q3
0115-TFERT,2024-02-01,Telefone,TV_ADS_Q3
4178-EGMON,2020-01-01,Loja Física,WALK_IN
4220-TINQT,2020-10-01,Website,PPC_GOOGLE
5318-YKDPV,2022-04-01,Parceiro,REFERRAL
7975-TZMLR,2021-12-01,Loja Física,WALK_IN
0295-QVKPB,2025-06-01,Website,PPC_GOOGLE
4335-BSMJS,2020-09-01,Loja Física,WALK_IN
2311-QYMUQ,2024-07-01,Website,ORGANIC
3643-AHCFP,2025-04-01,Telefone,OUTBOUND_CALL
9146-JRIOX,2024-09-01,Telefone,OUTBOUND_CALL
3104-OWCGK,2020-11-01,Loja Física,EVENTO_LOCAL
5337-IIWKZ,2023-01-01,Website,BLACKFRIDAY
9101-BWFSS,2021-09-01,Loja Física,EVENTO_LOCAL
9650-VBUOG,2022-09-01,Parceiro,PARTNER_SITE
3487-EARAT,2020-01-01,Telefone,TV_ADS_Q3
2672-TGEFF,2022-10-01,Website,ORGANIC
9231-ZJYAM,2025-07-01,Telefone,TV_ADS_Q3
4250-WAROZ,2020-11-01,Telefone,OUTBOUND_CALL
8184-WMOFI,2020-09-01,Telefone,INBOUND
6982-SSHFK,2025-10-01,Website,ORGANIC
6092-QZVPP,2022-11-01,Website,ORGANIC
4625-LAMOB,2022-03-01,Telefone,TV_ADS_Q3
0727-BMPLR,2021-04-01,Loja Física,WALK_IN
0392-BZIUW,2019-11-01,Loja Física,WALK_IN
1038-ZAGBI,2024-11-01,Loja Física,EVENTO_LOCAL
6549-NNDYT,2024-10-01,Website,BLACKFRIDAY
3027-ZTDHO,2025-10-01,Website,ORGANIC
0422-OHQHQ,2024-08-01,Telefone,TV_ADS_Q3
6916-HIJSE,2020-06-01,Loja Física,EVENTO_LOCAL
2316-ESMLS,2024-11-01,Loja Física,EVENTO_LOCAL
9778-OGKQZ,2019-11-01,Loja Física,EVENTO_LOCAL
7408-OFWXJ,2019-11-01,Loja Física,WALK_IN
6007-TCTST,2019-11-01,Loja Física,EVENTO_LOCAL
2252-NKNSI,2021-07-01,Telefone,OUTBOUND_CALL
8713-IGZSO,2025-09-01,Website,PPC_GOOGLE
7905-TVXTA,2025-06-01,Website,PPC_GOOGLE
7695-PKLCZ,2020-03-01,Loja Física,WALK_IN
2382-BCKQJ,2020-09-01,Telefone,OUTBOUND_CALL
8374-UULRV,2019-11-01,Loja Física,WALK_IN
2207-NHRJK,2025-10-01,Telefone,INBOUND
3224-DFQNQ,2020-05-01,Telefone,OUTBOUND_CALL
5275-PMFUT,2019-11-01,Parceiro,REFERRAL
4795-UXVCJ,2023-09-01,Loja Física,EVENTO_LOCAL
9777-IQHWP,2020-07-01,Telefone,OUTBOUND_CALL
0947-MUGVO,2024-03-01,Website,BLACKFRIDAY
9944-HKVVB,2025-08-01,Telefone,OUTBOUND_CALL
4124-MMETB,2024-01-01,Telefone,TV_ADS_Q3
3671-SHRSP,2025-07-01,Website,PPC_GOOGLE
0979-MOZQI,2020-09-01,Loja Física,EVENTO_LOCAL
2732-ISEZX,2025-06-01,Telefone,TV_ADS_Q3
3313-QKNKB,2020-12-01,Loja Física,WALK_IN
0323-XWWTN,2025-08-01,Loja Física,EVENTO_LOCAL
1937-OTUKY,2019-11-01,Loja Física,EVENTO_LOCAL
1573-LGXBA,2021-02-01,Loja Física,WALK_IN
1764-VUUMT,2020-05-01,Parceiro,PARTNER_SITE
5073-WXOYN,2020-11-01,Telefone,TV_ADS_Q3
4713-ZBURT,2022-02-01,Telefone,TV_ADS_Q3
3050-GBUSH,2025-08-01,Website,PPC_GOOGLE
0207-MDKNV,2024-08-01,Website,ORGANIC
7876-AEHIG,2021-08-01,Parceiro,PARTNER_SITE
7945-HLKEA,2020-11-01,Loja Física,WALK_IN
9342-VNIMQ,2023-02-01,Telefone,INBOUND
9851-KIELU,2025-01-01,Website,PPC_GOOGLE
3523-BRGUW,2023-09-01,Loja Física,EVENTO_LOCAL
3908-BLSYF,2025-05-01,Website,PPC_GOOGLE
3199-NPKCN,2020-04-01,Telefone,OUTBOUND_CALL
5170-PTRKA,2021-10-01,Loja Física,EVENTO_LOCAL
4661-NJEUX,2025-10-01,Website,BLACKFRIDAY
2123-AGEEN,2025-04-01,Website,BLACKFRIDAY
1258-YMZNM,2023-08-01,Parceiro,PARTNER_SITE
0048-LUMLS,2022-10-01,Telefone,TV_ADS_Q3
7549-MYGPK,2020-08-01,Website,PPC_GOOGLE
5898-IGSLP,2023-04-01,Website,BLACKFRIDAY
3804-RVTGV,2021-09-01,Website,PPC_GOOGLE
6259-WJQLC,2023-03-01,Telefone,TV_ADS_Q3
9227-LUNBG,2025-10-01,Website,BLACKFRIDAY
7997-EASSD,2020-08-01,Loja Física,WALK_IN
0730-KOAVE,2023-05-01,Website,PPC_GOOGLE
8975-SKGRX,2019-12-01,Parceiro,REFERRAL
0678-RLHVP,2021-06-01,Loja Física,WALK_IN
4315-MURBD,2024-11-01,Website,BLACKFRIDAY
2267-FPIMA,2021-09-01,Website,PPC_GOOGLE
1051-GEJLJ,2025-09-01,Website,ORGANIC
9734-YWGEX,2025-02-01,Website,PPC_GOOGLE
2719-BDAQO,2024-06-01,Telefone,TV_ADS_Q3
5285-MVEHD,2021-03-01,Loja Física,EVENTO_LOCAL
0379-DJQHR,2020-04-01,Telefone,INBOUND
0781-LKXBR,2025-02-01,Website,BLACKFRIDAY
5543-QDCRY,2025-07-01,Website,BLACKFRIDAY
0297-RBCSG,2024-04-01,Loja Física,EVENTO_LOCAL
4694-PHWFW,2025-03-01,Website,BLACKFRIDAY
0835-JKADZ,2019-12-01,Loja Física,WALK_IN
1907-UBQFC,2025-01-01,Website,PPC_GOOGLE
7508-SMHXL,2024-08-01,Website,PPC_GOOGLE
3865-YIOTT,2019-11-01,Telefone,OUTBOUND_CALL
5993-BQHEA,2024-11-01,Loja Física,EVENTO_LOCAL
6024-RUGGH,2019-11-01,Telefone,OUTBOUND_CALL
6513-EECDB,2025-10-01,Website,ORGANIC
3956-CJUST,2023-12-01,Telefone,TV_ADS_Q3
4079-WWQQQ,2019-11-01,Loja Física,WALK_IN
6103-BOCOU,2023-09-01,Telefone,OUTBOUND_CALL
5149-TGWDZ,2024-02-01,Loja Física,WALK_IN
7471-WNSUF,2020-11-01,Loja Física,WALK_IN
8942-DBMHZ,2024-11-01,Website,PPC_GOOGLE
4301-VVZKA,2024-07-01,Telefone,INBOUND
9199-PWQVC,2020-08-01,Loja Física,EVENTO_LOCAL
4824-GUCBY,2024-01-01,Website,PPC_GOOGLE
5393-HJZSM,2023-03-01,Website,PPC_GOOGLE
